"","max_depth","min_split","cp","minbucket","ganancia_promedio"
"1766",14,1000,1,800,0
"1767",14,1000,1.5,800,0
"1768",14,1000,2,800,0
"1769",14,1000,-1.5,750,49908000
"1770",14,1000,-1,750,49908000
"1771",14,1000,-0.5,750,49908000
"1772",14,1000,0,750,0
"1773",14,1000,0.5,750,0
"1774",14,1000,1,750,0
"1775",14,1000,1.5,750,0
"1776",14,1000,2,750,0
"1777",14,1000,-1.5,500,47854000
"1778",14,1000,-1,500,47854000
"1779",14,1000,-0.5,500,47854000
"1780",14,1000,0,500,0
"1781",14,1000,0.5,500,0
"1782",14,1000,1,500,0
"1783",14,1000,1.5,500,0
"1784",14,1000,2,500,0
"1785",14,1000,-1.5,250,46924000
"1786",14,1000,-1,250,46924000
"1787",14,1000,-0.5,250,46924000
"1788",14,1000,0,250,0
"1789",14,1000,0.5,250,0
"1790",14,1000,1,250,0
"1791",14,1000,1.5,250,0
"1792",14,1000,2,250,0
"1793",14,1000,-1.5,200,47438000
"1794",14,1000,-1,200,47438000
"1795",14,1000,-0.5,200,47438000
"1796",14,1000,0,200,0
"1797",14,1000,0.5,200,0
"1798",14,1000,1,200,0
"1799",14,1000,1.5,200,0
"1800",14,1000,2,200,0
"1801",14,800,-1.5,640,49030000
"1802",14,800,-1,640,49030000
"1803",14,800,-0.5,640,49030000
"1804",14,800,0,640,0
"1805",14,800,0.5,640,0
"1806",14,800,1,640,0
"1807",14,800,1.5,640,0
"1808",14,800,2,640,0
"1809",14,800,-1.5,600,48752000
"1810",14,800,-1,600,48752000
"1811",14,800,-0.5,600,48752000
"1812",14,800,0,600,0
"1813",14,800,0.5,600,0
"1814",14,800,1,600,0
"1815",14,800,1.5,600,0
"1816",14,800,2,600,0
"1817",14,800,-1.5,400,47846000
"1818",14,800,-1,400,47846000
"1819",14,800,-0.5,400,47846000
"1820",14,800,0,400,0
"1821",14,800,0.5,400,0
"1822",14,800,1,400,0
"1823",14,800,1.5,400,0
"1824",14,800,2,400,0
"1825",14,800,-1.5,200,47034000
"1826",14,800,-1,200,47034000
"1827",14,800,-0.5,200,47034000
"1828",14,800,0,200,0
"1829",14,800,0.5,200,0
"1830",14,800,1,200,0
"1831",14,800,1.5,200,0
"1832",14,800,2,200,0
"1833",14,800,-1.5,160,47102000
"1834",14,800,-1,160,47102000
"1835",14,800,-0.5,160,47102000
"1836",14,800,0,160,0
"1837",14,800,0.5,160,0
"1838",14,800,1,160,0
"1839",14,800,1.5,160,0
"1840",14,800,2,160,0
"1841",14,600,-1.5,480,47708000
"1842",14,600,-1,480,47708000
"1843",14,600,-0.5,480,47708000
"1844",14,600,0,480,0
"1845",14,600,0.5,480,0
"1846",14,600,1,480,0
"1847",14,600,1.5,480,0
"1848",14,600,2,480,0
"1849",14,600,-1.5,450,47684000
"1850",14,600,-1,450,47684000
"1851",14,600,-0.5,450,47684000
"1852",14,600,0,450,0
"1853",14,600,0.5,450,0
"1854",14,600,1,450,0
"1855",14,600,1.5,450,0
"1856",14,600,2,450,0
"1857",14,600,-1.5,300,46352000
"1858",14,600,-1,300,46352000
"1859",14,600,-0.5,300,46352000
"1860",14,600,0,300,0
"1861",14,600,0.5,300,0
"1862",14,600,1,300,0
"1863",14,600,1.5,300,0
"1864",14,600,2,300,0
"1865",14,600,-1.5,150,45570000
"1866",14,600,-1,150,45570000
"1867",14,600,-0.5,150,45570000
"1868",14,600,0,150,0
"1869",14,600,0.5,150,0
"1870",14,600,1,150,0
"1871",14,600,1.5,150,0
"1872",14,600,2,150,0
"1873",14,600,-1.5,120,46042000
"1874",14,600,-1,120,46042000
"1875",14,600,-0.5,120,46042000
"1876",14,600,0,120,0
"1877",14,600,0.5,120,0
"1878",14,600,1,120,0
"1879",14,600,1.5,120,0
"1880",14,600,2,120,0
"1881",14,400,-1.5,320,46042000
"1882",14,400,-1,320,46042000
"1883",14,400,-0.5,320,46042000
"1884",14,400,0,320,0
"1885",14,400,0.5,320,0
"1886",14,400,1,320,0
"1887",14,400,1.5,320,0
"1888",14,400,2,320,0
"1889",14,400,-1.5,300,46352000
"1890",14,400,-1,300,46352000
"1891",14,400,-0.5,300,46352000
"1892",14,400,0,300,0
"1893",14,400,0.5,300,0
"1894",14,400,1,300,0
"1895",14,400,1.5,300,0
"1896",14,400,2,300,0
"1897",14,400,-1.5,200,46594000
"1898",14,400,-1,200,46594000
"1899",14,400,-0.5,200,46594000
"1900",14,400,0,200,0
"1901",14,400,0.5,200,0
"1902",14,400,1,200,0
"1903",14,400,1.5,200,0
"1904",14,400,2,200,0
"1905",14,400,-1.5,100,43410000
"1906",14,400,-1,100,43410000
"1907",14,400,-0.5,100,43410000
"1908",14,400,0,100,0
"1909",14,400,0.5,100,0
"1910",14,400,1,100,0
"1911",14,400,1.5,100,0
"1912",14,400,2,100,0
"1913",14,400,-1.5,80,44288000
"1914",14,400,-1,80,44288000
"1915",14,400,-0.5,80,44288000
"1916",14,400,0,80,0
"1917",14,400,0.5,80,0
"1918",14,400,1,80,0
"1919",14,400,1.5,80,0
"1920",14,400,2,80,0
"1921",14,200,-1.5,160,45040000
"1922",14,200,-1,160,45040000
"1923",14,200,-0.5,160,45040000
"1924",14,200,0,160,0
"1925",14,200,0.5,160,0
"1926",14,200,1,160,0
"1927",14,200,1.5,160,0
"1928",14,200,2,160,0
"1929",14,200,-1.5,150,43940000
"1930",14,200,-1,150,43940000
"1931",14,200,-0.5,150,43940000
"1932",14,200,0,150,0
"1933",14,200,0.5,150,0
"1934",14,200,1,150,0
"1935",14,200,1.5,150,0
"1936",14,200,2,150,0
"1937",14,200,-1.5,100,40890000
"1938",14,200,-1,100,40890000
"1939",14,200,-0.5,100,40890000
"1940",14,200,0,100,0
"1941",14,200,0.5,100,0
"1942",14,200,1,100,0
"1943",14,200,1.5,100,0
"1944",14,200,2,100,0
"1945",14,200,-1.5,50,44082000
"1946",14,200,-1,50,44082000
"1947",14,200,-0.5,50,44082000
"1948",14,200,0,50,0
"1949",14,200,0.5,50,0
"1950",14,200,1,50,0
"1951",14,200,1.5,50,0
"1952",14,200,2,50,0
"1953",14,200,-1.5,40,43182000
"1954",14,200,-1,40,43182000
"1955",14,200,-0.5,40,43182000
"1956",14,200,0,40,7476000
"1957",14,200,0.5,40,0
"1958",14,200,1,40,0
"1959",14,200,1.5,40,0
"1960",14,200,2,40,0
"1961",14,100,-1.5,80,43612000
"1962",14,100,-1,80,43612000
"1963",14,100,-0.5,80,43612000
"1964",14,100,0,80,0
"1965",14,100,0.5,80,0
"1966",14,100,1,80,0
"1967",14,100,1.5,80,0
"1968",14,100,2,80,0
"1969",14,100,-1.5,75,42660000
"1970",14,100,-1,75,42660000
"1971",14,100,-0.5,75,42660000
"1972",14,100,0,75,0
"1973",14,100,0.5,75,0
"1974",14,100,1,75,0
"1975",14,100,1.5,75,0
"1976",14,100,2,75,0
"1977",14,100,-1.5,50,41308000
"1978",14,100,-1,50,41308000
"1979",14,100,-0.5,50,41308000
"1980",14,100,0,50,15796000
"1981",14,100,0.5,50,0
"1982",14,100,1,50,0
"1983",14,100,1.5,50,0
"1984",14,100,2,50,0
"1985",14,100,-1.5,25,40290000
"1986",14,100,-1,25,40290000
"1987",14,100,-0.5,25,40290000
"1988",14,100,0,25,30456000
"1989",14,100,0.5,25,0
"1990",14,100,1,25,0
"1991",14,100,1.5,25,0
"1992",14,100,2,25,0
"1993",14,100,-1.5,20,39218000
"1994",14,100,-1,20,39218000
"1995",14,100,-0.5,20,39218000
"1996",14,100,0,20,38082000
"1997",14,100,0.5,20,0
"1998",14,100,1,20,0
"1999",14,100,1.5,20,0
"2000",14,100,2,20,0
"2001",14,50,-1.5,40,39638000
"2002",14,50,-1,40,39638000
"2003",14,50,-0.5,40,39638000
"2004",14,50,0,40,38122000
"2005",14,50,0.5,40,0
"2006",14,50,1,40,0
"2007",14,50,1.5,40,0
"2008",14,50,2,40,0
"2009",14,50,-1.5,37,37064000
"2010",14,50,-1,37,37064000
"2011",14,50,-0.5,37,37064000
"2012",14,50,0,37,38122000
"2013",14,50,0.5,37,0
"2014",14,50,1,37,0
"2015",14,50,1.5,37,0
"2016",14,50,2,37,0
"2017",14,50,-1.5,25,37396000
"2018",14,50,-1,25,37396000
"2019",14,50,-0.5,25,37396000
"2020",14,50,0,25,41600000
"2021",14,50,0.5,25,0
"2022",14,50,1,25,0
"2023",14,50,1.5,25,0
"2024",14,50,2,25,0
"2025",14,50,-1.5,12,38014000
"2026",14,50,-1,12,38014000
"2027",14,50,-0.5,12,38014000
"2028",14,50,0,12,40272000
"2029",14,50,0.5,12,0
"2030",14,50,1,12,0
"2031",14,50,1.5,12,0
"2032",14,50,2,12,0
"2033",14,50,-1.5,10,37924000
"2034",14,50,-1,10,37924000
"2035",14,50,-0.5,10,37924000
"2036",14,50,0,10,41318000
"2037",14,50,0.5,10,0
"2038",14,50,1,10,0
"2039",14,50,1.5,10,0
"2040",14,50,2,10,0
"2041",14,20,-1.5,16,36984000
"2042",14,20,-1,16,36984000
"2043",14,20,-0.5,16,36984000
"2044",14,20,0,16,44598000
"2045",14,20,0.5,16,0
"2046",14,20,1,16,0
"2047",14,20,1.5,16,0
"2048",14,20,2,16,0
"2049",14,20,-1.5,15,36570000
"2050",14,20,-1,15,36570000
"2051",14,20,-0.5,15,36570000
"2052",14,20,0,15,44470000
"2053",14,20,0.5,15,0
"2054",14,20,1,15,0
"2055",14,20,1.5,15,0
"2056",14,20,2,15,0
"2057",14,20,-1.5,10,32764000
"2058",14,20,-1,10,32764000
"2059",14,20,-0.5,10,32764000
"2060",14,20,0,10,42726000
"2061",14,20,0.5,10,0
"2062",14,20,1,10,0
"2063",14,20,1.5,10,0
"2064",14,20,2,10,0
"2065",14,20,-1.5,5,34378000
"2066",14,20,-1,5,34378000
"2067",14,20,-0.5,5,34378000
"2068",14,20,0,5,42752000
"2069",14,20,0.5,5,0
"2070",14,20,1,5,0
"2071",14,20,1.5,5,0
"2072",14,20,2,5,0
"2073",14,20,-1.5,4,32746000
"2074",14,20,-1,4,32746000
"2075",14,20,-0.5,4,32746000
"2076",14,20,0,4,43974000
"2077",14,20,0.5,4,0
"2078",14,20,1,4,0
"2079",14,20,1.5,4,0
"2080",14,20,2,4,0
"2081",14,10,-1.5,8,32922000
"2082",14,10,-1,8,32922000
"2083",14,10,-0.5,8,32922000
"2084",14,10,0,8,43358000
"2085",14,10,0.5,8,0
"2086",14,10,1,8,0
"2087",14,10,1.5,8,0
"2088",14,10,2,8,0
"2089",14,10,-1.5,7,32458000
"2090",14,10,-1,7,32458000
"2091",14,10,-0.5,7,32458000
"2092",14,10,0,7,43744000
"2093",14,10,0.5,7,0
"2094",14,10,1,7,0
"2095",14,10,1.5,7,0
"2096",14,10,2,7,0
"2097",14,10,-1.5,5,30812000
"2098",14,10,-1,5,30812000
"2099",14,10,-0.5,5,30812000
"2100",14,10,0,5,40790000
"2101",14,10,0.5,5,0
"2102",14,10,1,5,0
"2103",14,10,1.5,5,0
"2104",14,10,2,5,0
"2105",14,10,-1.5,2,32438000
"2106",14,10,-1,2,32438000
"2107",14,10,-0.5,2,32438000
"2108",14,10,0,2,38994000
"2109",14,10,0.5,2,0
"2110",14,10,1,2,0
"2111",14,10,1.5,2,0
"2112",14,10,2,2,0
"2113",8,650,-0.5,325,48592000
"2114",6,450,-1,337,49170000
"2115",6,450,-1000,337,49170000
"2116",6,450,-1,225,50130000
"2117",6,450,-1000,225,50130000
"2118",6,450,-1,112,49686000
"2119",6,450,-1000,112,49686000
"2120",6,600,-1,450,49364000
"2121",6,600,-1000,450,49364000
"2122",6,600,-1,300,49210000
"2123",6,600,-1000,300,49210000
"2124",6,600,-1,150,48938000
"2125",6,600,-1000,150,48938000
"2126",6,750,-1,562,50146000
"2127",6,750,-1000,562,50146000
"2128",6,750,-1,375,49628000
"2129",6,750,-1000,375,49628000
"2130",6,750,-1,187,49872000
"2131",6,750,-1000,187,49872000
"2132",6,900,-1,675,49822000
"2133",6,900,-1000,675,49822000
"2134",6,900,-1,450,49364000
"2135",6,900,-1000,450,49364000
"2136",6,900,-1,225,50294000
"2137",6,900,-1000,225,50294000
"2138",6,450,-1,337,49170000
"2139",6,450,-1000,337,49170000
"2140",6,450,-1,225,50130000
"2141",6,450,-1000,225,50130000
"2142",6,450,-1,112,49686000
"2143",6,450,-1000,112,49686000
"2144",6,600,-1,450,49364000
"2145",6,600,-1000,450,49364000
"2146",6,600,-1,300,49210000
"2147",6,600,-1000,300,49210000
"2148",6,600,-1,150,48938000
"2149",6,600,-1000,150,48938000
"2150",6,750,-1,562,50146000
"2151",6,750,-1000,562,50146000
"2152",6,750,-1,375,49628000
"2153",6,750,-1000,375,49628000
"2154",6,750,-1,187,49872000
"2155",6,750,-1000,187,49872000
"2156",6,900,-1,675,49822000
"2157",6,900,-1000,675,49822000
"2158",6,900,-1,450,49364000
"2159",6,900,-1000,450,49364000
"2160",6,900,-1,225,50294000
"2161",6,900,-1000,225,50294000
"2162",6,350,-1,262,49416000
"2163",6,350,-1,175,50340000
"2164",6,350,-1,87,49328000
"2165",6,370,-1,277,49306000
"2166",6,370,-1,185,50320000
"2167",6,370,-1,92,49484000
"2168",6,390,-1,292,49370000
"2169",6,390,-1,195,50340000
"2170",6,390,-1,97,49836000
"2171",6,350,-1,35,47736000
"2172",6,350,-1,70,48676000
"2173",6,350,-1,105,49534000
"2174",6,350,-1,140,49326000
"2175",6,350,-1,175,50340000
"2176",6,350,-1,210,50194000
"2177",6,350,-1,245,49202000
"2178",6,350,-1,280,49200000
"2179",6,350,-1,315,49330000
"2180",6,370,-1,37,47508000
"2181",6,370,-1,74,48790000
"2182",6,370,-1,111,49686000
"2183",6,370,-1,148,49078000
"2184",6,370,-1,185,50320000
"2185",6,370,-1,222,50438000
"2186",6,370,-1,259,49420000
"2187",6,370,-1,296,49270000
"2188",6,370,-1,333,49258000
"2189",6,390,-1,39,47500000
"2190",6,390,-1,78,48692000
"2191",6,390,-1,117,49722000
"2192",6,390,-1,156,49236000
"2193",6,390,-1,195,50340000
"2194",6,390,-1,234,49810000
"2195",6,390,-1,273,49232000
"2196",6,390,-1,312,49330000
"2197",6,390,-1,351,49408000
